Office Type,Name,State_abbrev,State_num,Congressional_District,Total_Population,Race_White,Race_Black,Race_AmerInd,Race_Asian,Race_PacIsl,Race_Other,Race_TwoOrMore,Agg_Household_Income,Inc_Pov_Ratio_below_50,Inc_Pov_Ratio_50_74,Inc_Pov_Ratio_75_99,Inc_Pov_Ratio_100_124,Inc_Pov_Ratio_125_149,Inc_Pov_Ratio_150_174,Inc_Pov_Ratio_175_184,Inc_Pov_Ratio_185_199,Inc_Pov_Ratio_200_299,Inc_Pov_Ratio_300_399,Inc_Pov_Ratio_400_499,Inc_Pov_Ratio_above_500,Age_18_19,Age_20,Age_21,Age_22_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_61,Age_62_64,Age_65_66,Age_67_69,Age_70_74,Age_75_79,Age_80_84,Age_85_over,lean_magnitude,lean_party,battleground,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?
Representative,New Jersey,NJ,34,1,731297,486685,129837,822,40308,63,50696,22886,24902511200,41604,19604,25311,25299,25453,23965,8058,19055,89545,93903,88281,260081,17804,10113,8346,27988,51243,47361,49190,44358,47911,50226,51540,21830,26581,14998,22310,29191,20735,13143,13348,24.81,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,10,759704,218853,390745,1661,54128,241,75887,18189,23048108400,53449,37446,28940,44971,28804,26986,12502,10239,116573,90674,87486,201294,19031,9293,9839,32603,61728,57894,54926,51025,46802,48450,46771,18804,28515,14493,19311,22683,19152,9097,14125,71.78,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,11,744805,605871,30778,621,77937,266,12989,16343,43854951900,18956,5877,10610,7907,10028,12307,5303,6059,58326,63755,72955,458253,16805,7292,8633,27678,38596,43610,44857,51294,52151,56981,55624,20403,30864,16119,21915,32548,24794,16594,20066,4.49,R,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Representative,New Jersey,NJ,34,12,756016,429129,133509,1725,127002,342,39776,24533,32952100700,28187,14458,20415,17653,15402,24973,8922,10418,89673,83262,78757,345202,19032,8740,11139,27873,43646,45927,55999,49489,54742,55406,53907,20785,26931,17590,21124,29607,17245,14356,16793,31.54,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,2,703117,524102,84924,2140,26713,255,42124,22859,22672504600,33646,21307,22270,37569,24472,21234,12836,16844,104760,81537,83545,221952,15600,7928,8183,26505,41382,42054,41453,39405,44970,49191,53657,23465,28327,17619,23377,37584,27099,16192,14963,2.32,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,3,742905,588304,83511,745,26661,603,20144,22937,30213067700,23069,7837,14817,13251,21144,20246,9574,13445,106159,100270,84148,314222,15237,7073,8645,27504,47763,43445,41553,43873,47550,53441,56360,22222,31019,18537,23710,37319,25798,18565,18902,4.56,R,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,4,748858,637678,48584,648,38402,92,12716,10738,33375946100,26418,14289,16922,21953,25664,22144,9232,15056,84332,85649,70076,349823,17543,7954,5685,28339,39046,40230,39881,43231,47825,52518,52399,21526,27290,18621,25193,37022,27786,17059,21470,14.99,R,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,5,730707,578080,38676,2251,79469,0,12348,19883,37624400400,12897,7813,12414,10554,12493,15721,7672,11104,68769,66021,79925,413766,17133,8577,6503,29621,35484,38014,42657,46047,50816,56803,57353,21693,30618,18804,22387,33307,21786,15144,19802,3.69,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Representative,New Jersey,NJ,34,6,730114,452053,81928,2515,135462,385,35906,21865,27287758700,36000,14818,20460,20061,18807,22332,7919,20299,89119,78215,84629,288544,22392,14539,11874,30007,51766,48123,50321,44004,47231,49930,51299,19702,28372,15702,19854,24494,19286,12642,13022,16.44,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,7,730778,573645,36153,871,83376,126,19338,17269,41678849800,14853,5272,11399,11548,12905,12931,7685,5711,53259,75361,61011,449081,17659,6391,8145,25795,35293,35758,45153,44813,54921,60616,61214,21879,28797,16092,22531,29411,21988,12944,17568,3.29,R,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,8,764837,408879,74690,5422,76486,0,169696,29664,28105307600,43559,25561,42016,42141,31267,47733,10741,19281,115708,90224,68744,219951,18097,10360,7911,30342,78356,75617,65425,53684,50910,47353,40261,15570,23375,11730,13723,21570,14865,10596,9908,53.34,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Jersey,NJ,34,9,765382,453260,74660,1710,102269,536,112714,20233,27506639000,39008,26485,34146,32565,28034,29494,10191,16319,101945,94394,82330,267206,17665,7902,11112,27842,55343,53414,52950,52003,54715,52140,54303,19471,25944,14642,19711,27524,19366,13946,15791,31.38,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Mexico,NM,35,1,697064,550912,19749,29381,18398,176,47764,30684,20242262800,58586,27724,32114,34379,36593,31580,12511,23572,114386,92781,60953,161900,16669,11135,8415,27471,52454,49909,49583,38626,41239,42342,49646,20065,26104,16092,22114,33498,18584,12975,14195,14.53,D,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New Mexico,NM,35,2,700113,585804,15287,39115,5840,690,37439,15938,15113197800,57862,41632,45396,54427,39619,40503,13810,18115,117924,87039,51682,110786,24163,9028,12345,29198,45552,43143,43765,38399,36992,39476,40289,18105,26326,16320,23816,30971,21842,15332,14129,10.77,R,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Representative,New Mexico,NM,35,3,698251,463222,11028,132163,9917,1599,59758,20564,17651822100,70871,30309,34962,37834,33985,34291,21004,21336,110630,102018,58055,130590,19015,8759,7967,24545,42145,45950,43067,42821,40654,39225,46551,20058,25515,18778,25283,34337,23522,14281,12411,14.63,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nevada,NV,32,1,685427,339750,90137,12197,55672,3623,153447,30601,14071049100,65485,35730,42721,54619,42392,42120,19644,27266,138735,83719,47583,75709,16054,10572,11249,29067,54821,52052,43931,46916,46258,43605,42793,14470,22451,12825,18373,29530,19270,11125,8538,25.27,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nevada,NV,32,2,729771,578423,14156,17657,29443,3918,60273,25901,24690117900,31076,16082,23353,30162,21728,31269,14104,19711,137954,109100,81238,200774,17362,9559,8705,25617,52867,49752,45841,43273,46130,45971,48616,19097,32532,18820,24711,34804,21247,14516,11982,16.03,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Nevada,NV,32,3,846761,534704,69957,4236,121484,4340,56812,55228,31983147500,33592,12637,20743,24389,33211,32851,9289,23380,140025,131148,96993,283670,16655,10170,7121,24534,64414,62867,65332,59272,60121,56209,53672,19439,30134,17495,27113,36201,24996,13678,14256,5.53,R,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Representative,Nevada,NV,32,4,772433,472099,106135,10576,43538,7731,88254,44100,20814592200,44395,26023,35490,25076,39067,39587,11061,25910,153869,110500,71272,175526,18151,10383,8778,24621,53884,52056,51279,49284,50328,47545,45978,19450,28814,15134,23958,33032,20504,13508,9504,1.7,D,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Representative,New York,NY,36,1,718726,616452,41995,1644,32067,148,10209,16211,30449285000,26675,12909,13053,13969,15162,18372,8385,12778,77197,74330,81513,348562,20221,8994,7943,27473,46016,39543,39427,41322,50772,53872,54041,20183,27859,14133,21765,37347,25950,14518,15291,10.44,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,10,711678,495680,22645,2626,134537,87,30890,25213,51519454300,39814,30251,37982,29944,23680,21620,11798,15094,53197,61651,48888,318953,16963,7923,8229,29869,64116,66074,52379,46454,48160,42003,38879,15915,20739,15417,20803,27673,20029,13380,16857,53.46,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,11,732886,498843,58687,958,107802,350,42546,23700,25699383100,43249,22446,31511,23281,26103,22263,10834,12450,96385,94268,75869,265093,16437,6676,8041,26743,49933,49207,46257,45762,48329,50748,51195,18886,29748,16628,23229,31025,22096,15561,15038,7.51,R,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,12,698928,506188,36314,2940,98828,541,30592,23525,64197239600,33508,14129,18665,14905,11458,16144,4395,9098,48525,49196,51026,407119,14799,7962,7532,33268,97230,99301,60512,44088,39643,33844,35594,15749,20417,12896,19580,25845,21964,13206,16717,62.59,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,13,795633,203890,236352,8199,37783,428,257220,51761,19924617200,86346,50585,54874,52660,40401,49331,14034,25551,133654,93469,49396,135006,14552,9168,9904,36238,88269,72441,62821,52215,47192,52389,47902,16779,24619,14422,17955,24564,18526,13581,12590,85.52,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,14,706440,298774,77660,3261,120878,0,179865,26002,19128119400,36440,21109,37289,28935,39259,46427,20865,24697,112351,100858,67464,152949,12830,7695,8319,24180,61668,62332,62006,55741,44414,45466,42359,14995,20626,12691,16335,22483,19058,12097,11791,56.99,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,15,743959,128998,274909,5635,17342,1700,284182,31193,11694635000,116654,65272,66129,57489,49499,39627,19718,25497,116962,74731,40064,61396,22776,11744,13117,35039,64500,53931,48636,41666,45803,47616,43050,15463,19173,10156,14927,22084,15875,9701,7598,88.09,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,18,722226,550259,71762,1710,21323,426,50516,26230,28391369400,29182,17764,17380,24657,16449,23538,10391,16983,80689,81876,75920,303987,21245,8683,10682,31760,43296,41877,40990,42747,48554,54584,51495,20053,30379,16408,21572,28053,19020,12671,13092,2.24,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,19,700310,614586,35432,1955,11050,11,15319,21957,22911418300,40182,20907,22664,30871,27516,25386,10254,12716,98254,93163,77546,209430,21615,11105,10369,23335,38653,40229,39172,37166,44939,51473,55798,23297,30582,19650,27937,36235,26109,16640,17548,4.88,R,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,2,709605,555103,67496,3816,20864,435,41687,20204,27244058100,19651,9488,17122,13513,16240,22114,5170,13563,86034,88158,87413,325017,17989,7718,8502,32477,44817,41238,43113,48719,47713,55755,54791,21122,26622,14935,19416,27729,17853,13241,15811,7.01,R,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,20,722529,567734,69955,2447,37561,1054,12644,31134,25170467900,36146,19690,19529,23269,21476,26978,14035,14419,91913,94951,79972,251456,28094,13429,13009,34887,48084,46531,46439,38886,42729,49588,47527,18488,29697,15995,24083,30322,19812,15336,17760,13.39,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,21,701112,643832,22513,5670,7630,512,8877,12078,20523697500,31236,20284,23724,33436,27199,34315,13534,17030,115937,103363,74306,165794,21736,9549,10508,30151,45550,41521,42162,38078,45757,48907,52356,21970,28593,16534,23014,34654,21448,15469,14768,9.64,R,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,22,697372,619968,30253,1584,22291,111,8045,15120,19063042000,43631,20896,33157,34979,30485,32749,15498,15831,113721,92476,74063,157778,26201,11481,11620,27659,43302,40687,36800,37836,40117,47064,50321,22244,28915,17230,23132,32393,22942,16052,18748,12.88,R,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,23,693764,626291,20315,4333,16129,214,10620,15862,18943089500,41748,22290,34071,31834,27817,35136,16916,17595,113072,102098,72636,138251,27905,13815,11827,29853,42089,38501,41298,33915,39426,45551,52084,21256,29244,19777,23072,32746,24453,13935,16529,12.68,R,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,24,701664,591774,62932,3461,17694,105,5772,19926,22072458800,46597,20173,24815,27244,25707,25911,11558,15753,105098,100899,70990,197883,23459,10784,10335,26745,45239,45358,40465,37703,42721,48687,51897,21109,28608,15806,22227,31407,20513,15212,16996,5.29,D,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,25,718565,537966,111729,3122,28244,171,15041,22292,22810747900,49097,24077,30162,27546,33653,24548,9543,17030,94462,89413,83938,209607,21554,10538,10081,29862,53504,48814,43174,39163,43357,47345,45431,21446,31278,16234,22501,31565,22077,13688,17225,14.99,D,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,26,707190,497126,128856,2773,31890,22,21067,25456,21089764900,55154,28340,35221,35786,27926,28802,11999,16301,108537,97382,73793,166881,21695,10423,8960,29242,57934,50426,43625,36388,41851,44516,47279,20414,27723,16241,21574,30626,21739,14408,18663,20.52,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,27,712904,667423,16653,3644,7795,0,6789,10600,24650194400,29498,11147,15867,22618,24102,29113,8921,15130,109251,102075,86429,235913,17400,7931,10128,20904,40521,43068,40955,38415,46315,53630,58164,24692,33050,18068,23774,36405,23738,17511,17607,22.88,R,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,3,707576,518549,21650,892,125574,86,24909,15916,41748458600,22019,6504,8956,12327,9688,18388,5523,8624,58732,59182,62611,424138,14037,8077,7549,27241,36458,35549,37564,36008,48708,55247,57036,21975,31657,16309,23290,37550,26055,19977,23439,2.52,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,4,729582,468149,111129,5570,53464,656,69259,21355,31878490300,19152,9969,13165,17335,16005,18827,13735,11341,79662,81309,69273,368490,17803,9992,8380,27085,43919,45525,46932,46078,48094,51708,49525,22068,25394,17187,22327,30529,21127,15179,19043,8.49,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,New York,NY,36,9,730957,262344,347766,1889,57532,80,36135,25211,26348931500,46936,24311,29631,28811,32729,32108,9909,23552,103440,93015,75687,225566,12881,8513,7241,27365,67708,68113,52148,48279,42782,44561,43749,18165,25494,14404,21153,28701,20920,11375,13506,67.49,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,1,740979,528785,153148,1049,27695,0,6680,23622,25176239600,49012,23184,25770,25235,23546,32417,9807,13036,107374,98854,84415,224915,23880,9372,7619,28901,51846,51185,47801,41063,46184,47295,54385,17804,27387,15381,21838,29493,18263,12682,14260,9.42,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,10,725301,553451,121710,1847,17383,414,5073,25423,22123501400,48728,26722,36496,28676,27534,34856,9830,18144,112503,96282,70501,184365,21676,10064,9113,30125,51830,46067,44061,39661,42786,44892,50052,20808,26703,16939,23835,32733,23330,15737,16397,8.48,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,11,678001,269493,355642,1791,17489,327,8207,25052,19676798700,75482,49267,37254,36687,35006,30774,9996,18760,99496,70757,57418,137700,19288,8974,8766,30912,52395,44318,38607,36115,40119,41501,48415,20812,28829,17229,22450,27868,21510,13155,17666,61.42,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,12,789634,683722,36840,1594,36877,136,3733,26732,29775289100,27671,19758,21031,20443,21033,27376,9459,14821,101214,109954,92941,303552,18164,11694,11011,26471,53797,50073,55724,49824,53980,52130,52157,20632,28264,17634,23711,30182,21452,15345,15152,14.02,R,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
Representative,Ohio,OH,39,13,707603,580914,82532,977,15332,37,5696,22115,18430015100,50771,32705,34465,35393,35301,36460,12719,20379,114986,97170,79130,136915,23037,11562,13095,30089,48334,42551,41233,37825,44309,44048,49159,21513,30402,18470,24848,31386,25017,14206,18563,10.52,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,14,720551,649331,35441,569,16156,355,4629,14070,27678069700,19967,11671,18895,23722,22126,22140,7812,15639,107603,104685,97031,257532,15713,6688,6537,25087,38785,38809,43539,39156,46118,51780,53257,23483,32395,21406,26422,36947,25298,17421,18054,11.75,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,15,759569,679312,36182,1063,19593,86,2709,20624,24188600200,38787,20419,28389,25630,28385,28855,9973,16556,122198,108938,84064,215468,21454,10811,11359,26512,55796,52343,52750,48024,50172,49500,49983,19542,29259,16840,22865,32070,22445,13177,13376,15.12,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,16,719864,662093,21642,1071,15917,45,3737,15359,25422798100,19684,12938,16953,19689,19597,22620,9342,16189,120066,112267,95741,241126,15343,9280,6498,20985,44466,41622,42785,39062,46962,46710,54688,20658,30262,20593,26178,33838,30170,16141,18817,16.85,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Representative,Ohio,OH,39,2,734712,626756,71218,1183,14023,1326,2967,17239,24432942800,47139,22020,27659,31621,28551,31010,9894,18912,114200,111766,79667,202185,14996,7741,7459,27938,53763,46678,49402,43145,45033,49610,53946,20985,27370,16939,21506,29738,22182,15208,13954,17.38,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,3,812264,435291,276374,2310,37678,68,21435,39108,19764091400,73249,44130,45146,41847,44457,41974,13825,22589,144639,104601,79751,133053,31289,12451,14052,33984,79177,71631,55071,48355,48371,45841,44561,20482,23709,13144,17248,21009,13888,10132,8584,36.22,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,4,707219,637111,35888,3610,8129,74,4479,17928,19081219900,35424,20428,23795,29640,32819,32194,13993,22549,127008,110450,79455,149149,20179,9809,9225,27446,42638,39001,41640,42991,43238,48252,49429,22568,30308,18219,23350,31251,21839,14667,14126,30.05,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,5,717088,654248,18872,1250,9691,857,10590,21580,22595757000,35406,19268,18019,25038,24073,28989,12025,19884,125101,119169,88725,183007,22431,11178,11128,23193,42565,39984,41390,42355,45067,44750,50512,22708,28891,19702,23281,31369,22947,16015,17198,22.98,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,6,694694,658447,15368,1304,3887,0,2074,13614,17893760700,40381,33905,35750,30276,31134,32728,14291,22508,119413,105177,79775,125466,14952,7864,9118,21375,40061,36746,39038,40703,45293,45687,54245,22031,31993,19038,26026,35350,26059,15631,16928,35.55,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,7,734091,677610,28285,1645,4713,0,3780,18058,20688482400,35558,24292,29295,21407,25471,34933,14459,25990,133916,110975,85606,175715,17523,10734,8716,23859,42430,42872,46341,40621,44781,48363,51256,20237,29928,17633,25766,33625,26363,14753,16926,25.95,R,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,8,731637,640979,44808,1248,16544,0,6862,21196,21138968500,38917,22452,21195,28104,27721,38152,14055,20266,124614,114926,82658,179694,22480,12848,12871,27180,42577,40516,40948,45808,45918,48482,50777,18790,29405,17972,21845,31579,24052,13656,14326,34.48,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Ohio,OH,39,9,716235,533397,112356,3161,10655,503,19485,36678,18736560200,62581,33881,42764,45842,33335,44703,14051,24022,109070,95418,70059,126767,16925,9049,12581,29317,60121,48127,41367,40358,43893,47136,49466,21046,27312,15612,24060,25943,19018,13758,13958,24.05,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oklahoma,OK,40,1,803029,578684,70321,48932,24819,391,18950,60932,24487594600,48466,26758,32357,31553,36585,40068,14380,26060,137753,120299,78376,199259,19687,9925,10329,29208,58394,55865,53951,49119,49062,46718,50933,20567,28086,17125,23401,30573,20790,14400,13713,28.1,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Representative,Oklahoma,OK,40,2,747632,494182,24525,133425,4307,1191,10733,79269,16939461000,56477,40702,40939,46919,44405,43044,14837,23534,135333,98713,63430,113085,20478,10226,10143,26017,47003,41725,45512,41238,44499,45492,51513,19164,29006,17555,26590,36706,26861,18679,15150,43.7,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oklahoma,OK,40,3,778026,617671,30541,44811,10533,362,24589,49519,19493969200,51215,24434,32903,33201,31605,35965,17998,23719,142956,119175,79384,152477,26835,15077,15086,26215,50490,49751,50021,46018,43561,44705,49743,20594,28156,16584,22521,33798,22323,14898,15780,49.5,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oklahoma,OK,40,4,791927,591941,52439,43374,18498,1156,21846,62673,21476655900,48554,24950,27158,36533,36743,35658,16454,26605,135003,121726,84568,168275,25695,15682,13474,30809,59080,53916,56196,45398,46373,44689,52550,19002,26448,15669,22062,32541,20452,14725,12812,34.76,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oklahoma,OK,40,5,822465,563428,109854,36641,26537,759,33895,51351,23998467500,59356,37105,45575,38599,38463,44014,16953,24818,139170,108429,72482,179472,20084,12502,10471,31203,65984,60528,56380,48244,47474,46440,51449,20193,26782,15813,22073,28828,19098,12953,15128,13.5,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oregon,OR,41,1,858910,682996,18791,5374,69904,4836,33889,43120,33859343700,33008,21335,25227,24763,24904,28267,10240,20066,127032,112218,103169,317837,19655,8687,8762,34686,62557,64126,63468,60676,58910,53090,53057,21278,32379,17763,27995,31920,24106,11487,14543,18.35,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oregon,OR,41,2,831343,752017,5956,15829,10435,1882,15377,29847,24551360000,49160,30553,34892,39193,45179,38350,17849,26604,142237,119179,85411,184151,17476,10256,8094,26969,52073,50860,47956,49757,51193,50063,52508,25685,36743,23218,35269,45930,30263,18502,20256,21.45,R,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Oregon,OR,41,4,814998,708868,5543,10607,21313,1621,24402,42644,22842583600,62252,31866,38511,39180,41868,33340,18761,23549,141772,115544,82470,166928,25735,15429,15182,36054,53923,46562,51462,42868,45477,45151,54793,23151,34363,25855,33535,43765,31627,21660,16917,0.32,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Oregon,OR,41,5,844006,705370,9703,9342,22490,5115,52136,39850,27776868200,40696,26414,28468,39980,33311,33418,12802,23351,136612,122679,87003,243547,19606,9765,10956,32003,57904,52335,52568,50837,55101,50655,54467,21200,34234,20661,31822,37227,24823,18364,17852,1.32,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,1,713685,610837,28311,551,45393,638,11729,16226,31645630700,20357,9564,10048,11619,15722,22263,6360,9048,91345,94267,81807,331527,16140,7219,8195,26446,39825,41214,43503,40057,46907,54029,62172,21276,30093,19437,21895,33147,25088,16824,15560,0.68,R,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,10,734849,581621,85298,1534,28041,353,13980,24022,25305391800,37800,12688,23399,33616,25296,26452,10701,19959,112094,101896,79609,226847,17466,8566,8822,28565,46819,49027,46022,45154,47176,48462,50183,18196,31205,16542,24462,30937,22475,15097,17388,10.68,R,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,11,737394,656429,28887,1971,14129,493,18436,17049,23730513600,21190,13590,17945,27936,25358,29540,11478,21571,132601,123737,89023,210874,20456,8971,8616,25606,48939,45135,42040,40259,45285,48608,50937,19123,29977,15587,27110,32191,25072,19623,15908,27.24,R,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
